City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,christchurch,-43.5333,172.6333,52.95,91,6,3.44,NZ,1679164391
275,ostrovnoy,68.0531,39.5131,28.67,89,100,28.61,RU,1679164438
276,panaba,21.2833,-88.2667,94.19,36,0,5.99,MX,1679164438
277,teacapan,22.55,-105.75,78.76,47,100,12.21,MX,1679164439
278,svetlogorsk,52.6333,29.7333,34.25,58,6,6.96,BY,1679164360
279,ayr,55.4627,-4.6339,46.31,93,75,4.61,GB,1679164440
280,maniwaki,46.3834,-75.966,34.18,51,100,9.22,CA,1679164441
281,morehead,37.2711,-87.1764,41.99,49,75,14.97,US,1679164443
282,laguna,38.421,-121.4238,68.97,62,0,4.61,US,1679164444
283,luziania,-16.2525,-47.9503,80.29,61,100,6.64,BR,1679164445
284,kuching,1.55,110.3333,80.04,91,40,2.3,MY,1679164445
285,hernani,43.2662,-1.9762,57.42,83,75,11.5,ES,1679164446
286,tonantins,-2.8731,-67.8022,92.23,51,99,1.03,BR,1679164446
287,kununurra,-15.7667,128.7333,76.98,88,40,0.0,AU,1679164447
288,general roca,-39.0333,-67.5833,60.64,77,100,11.34,AR,1679164448
289,mackay,-21.15,149.2,77.68,69,100,16.31,AU,1679164448
290,lakatoro,-16.0999,167.4164,79.27,84,79,4.43,VU,1679164449
291,luderitz,-26.6481,15.1594,63.19,80,100,7.31,NA,1679164450
292,caraballeda,10.6112,-66.8522,90.86,52,31,16.11,VE,1679164451
293,teknaf,20.8624,92.3058,72.75,72,50,4.52,BD,1679164452
294,bodinayakkanur,10.0167,77.35,73.6,85,95,1.23,IN,1679164453
295,shakawe,-18.3667,21.85,72.52,52,2,6.35,BW,1679164453
296,khandagayty,50.7333,92.05,11.17,85,21,5.66,RU,1679164454
297,paraiso,9.8383,-83.8656,78.42,76,45,3.67,CR,1679164455
298,altamira,-3.2033,-52.2064,89.69,55,75,5.75,BR,1679164455
299,banjar,-8.19,114.9675,77.07,91,100,2.48,ID,1679164456
300,varkkallai,8.7341,76.7067,83.98,80,6,1.07,IN,1679164457
301,artesia,33.8658,-118.0831,77.49,34,0,16.11,US,1679164458
302,pithoragarh,29.5833,80.2167,45.64,89,85,2.66,IN,1679164458
303,saskylakh,71.9167,114.0833,-25.31,94,100,12.91,RU,1679164459
304,sabang,5.8933,95.3214,81.3,80,100,13.65,ID,1679164460
305,mandalgovi,45.7625,106.2708,23.65,41,0,3.74,MN,1679164461
306,pochutla,15.7432,-96.4661,86.83,44,5,11.18,MX,1679164462
307,brae,60.3964,-1.353,41.83,75,100,22.64,GB,1679164463
308,sisimiut,66.9395,-53.6735,26.51,83,100,3.47,GL,1679164463
309,bairiki,1.3292,172.9752,77.0,94,40,4.61,KI,1679164464
310,jalu,29.0331,21.5482,62.13,40,0,6.46,LY,1679164464
311,saint-francois,46.4154,3.9054,51.24,76,0,5.75,FR,1679164465
312,tumut,-35.3,148.2167,69.19,36,100,4.27,AU,1679164465
313,luganville,-15.5333,167.1667,77.09,87,90,2.46,VU,1679164467
314,puerto ayacucho,5.6639,-67.6236,100.27,25,100,5.08,VE,1679164467
315,agnibilekrou,7.1344,-3.2047,76.28,74,100,3.49,CI,1679164469
316,vao,-22.6667,167.4833,77.58,85,44,23.0,NC,1679164469
317,abu samrah,35.3029,37.1841,50.49,88,95,14.03,SY,1679164471
318,mako,46.2167,20.4833,44.02,62,77,8.95,HU,1679164471
319,aguimes,27.9054,-15.4461,66.83,56,40,26.46,ES,1679164474
320,sompeta,18.9333,84.6,72.41,83,100,2.33,IN,1679164475
321,portland,45.5234,-122.6762,60.33,53,27,5.99,US,1679164203
322,bani,18.2833,-70.3333,85.44,51,34,17.49,DO,1679164476
323,nouadhibou,20.931,-17.0347,69.78,68,0,18.41,MR,1679164477
324,goderich,43.7501,-81.7165,24.91,68,100,24.16,CA,1679164478
325,bohicon,7.1783,2.0667,82.56,66,100,7.25,BJ,1679164480
326,leiyang,26.4024,112.8591,48.07,87,100,4.59,CN,1679164481
327,dawei,14.0833,98.2,74.34,91,2,1.79,MM,1679164481
328,segou,13.4317,-6.2157,91.13,6,0,9.64,ML,1679164483
329,myitkyina,25.3833,97.4,64.26,73,100,3.53,MM,1679164483
330,afonso claudio,-20.0742,-41.1239,78.13,84,55,3.44,BR,1679164484
331,aksarka,66.5606,67.7975,-8.54,98,33,5.55,RU,1679164484
332,presidente epitacio,-21.7633,-52.1156,75.34,86,100,1.59,BR,1679164486
333,berlevag,70.8578,29.0864,28.4,93,100,9.22,NO,1679164487
334,aldan,58.6031,125.3894,28.2,94,100,15.19,RU,1679164218
335,kaseda,31.4167,130.3167,53.89,67,100,13.06,JP,1679164489
336,dakar,14.6937,-17.4441,85.08,86,0,15.46,SN,1679164450
337,balabac,7.9868,117.0645,80.44,81,99,13.69,PH,1679164490
338,uzhur,55.3036,89.8339,27.79,95,45,4.0,RU,1679164490
339,tikrit,34.6071,43.6782,68.56,35,9,10.8,IQ,1679164491
340,san jose,37.3394,-121.895,69.76,50,75,10.36,US,1679164310
341,erenhot,43.6475,111.9767,30.99,18,2,5.73,CN,1679164493
342,lakhdenpokhya,61.5198,30.1992,34.57,82,100,15.17,RU,1679164494
343,trofors,65.5333,13.4063,33.67,97,93,3.78,NO,1679164494
344,sabha,27.0377,14.4283,70.77,22,14,12.26,LY,1679164495
345,chaoyang,41.5703,120.4586,39.61,21,2,4.52,CN,1679164495
346,bremerton,47.5673,-122.6326,61.59,57,0,3.0,US,1679164496
347,champerico,14.3,-91.9167,91.94,62,4,12.24,GT,1679164496
348,tecoanapa,16.5167,-98.75,84.76,57,0,10.98,MX,1679164497
349,rangia,26.4667,91.6333,75.15,57,98,7.38,IN,1679164497
350,bongaree,-27.0797,153.1586,78.22,67,96,6.8,AU,1679164498
351,dunedin,-45.8742,170.5036,53.8,67,5,3.0,NZ,1679164040
352,mayumba,-3.432,10.6554,79.0,83,100,0.38,GA,1679164500
353,northam,51.0333,-4.2167,49.6,96,100,16.28,GB,1679164501
354,behat,30.1667,77.6167,61.14,73,40,5.41,IN,1679164504
355,menongue,-14.6585,17.691,69.62,63,92,5.82,AO,1679164504
356,arica,-18.475,-70.3042,83.75,53,0,16.11,CL,1679164288
357,vila velha,-20.3297,-40.2925,82.35,83,20,10.36,BR,1679164390
358,newport,51.5877,-2.9984,53.06,89,42,9.44,GB,1679164506
359,omsukchan,62.5333,155.8,10.49,93,100,7.94,RU,1679164506
360,narasannapeta,18.4167,84.05,71.13,82,100,6.76,IN,1679164507
361,khash,28.2211,61.2158,62.74,39,5,3.18,IR,1679164507
362,lasa,46.6166,10.7002,52.68,94,54,2.39,IT,1679164509
363,kolosovka,56.4678,73.611,21.47,87,100,19.8,RU,1679164509
364,ilulissat,69.2167,-51.1,23.02,54,75,4.61,GL,1679164511
365,verkh-usugli,52.7,115.1667,14.61,93,16,4.23,RU,1679164512
366,yuzhno-kurilsk,44.0306,145.8556,30.11,80,63,7.49,RU,1679164512
367,santiago,-33.4569,-70.6483,87.24,33,0,14.97,CL,1679164512
368,catamarca,-28.4696,-65.7852,95.77,35,14,4.0,AR,1679164389
369,iracoubo,5.4802,-53.2011,81.95,56,100,8.61,GF,1679164516
370,rio gallegos,-51.6226,-69.2181,60.85,25,75,20.71,AR,1679164517
371,gold coast,-28.0,153.4333,75.0,94,44,4.61,AU,1679164518
372,coolum beach,-26.5333,153.1,72.34,98,86,6.64,AU,1679164518
373,half moon bay,37.4636,-122.4286,69.8,71,0,5.75,US,1679164519
374,isakly,54.1333,51.5333,26.69,84,100,14.52,RU,1679164519
375,richards bay,-28.783,32.0377,75.85,87,3,10.83,ZA,1679164320
376,adrar,20.5022,-10.0711,85.77,8,0,7.25,MR,1679164520
377,reconquista,-29.15,-59.65,90.63,48,67,5.08,AR,1679164521
378,praia da vitoria,38.7333,-27.0667,66.45,82,20,21.74,PT,1679164521
379,teocelo,19.3833,-96.9667,63.55,91,100,4.94,MX,1679164523
380,opuwo,-18.0607,13.84,74.71,36,62,6.44,NA,1679164523
381,verkh-neyvinskiy,57.2701,60.1376,19.74,83,11,5.23,RU,1679164524
382,talcahuano,-36.7167,-73.1167,73.08,60,0,12.66,CL,1679164414
383,tiarei,-17.5333,-149.3333,84.22,79,99,13.69,PF,1679164525
384,vera cruz,-12.6333,-41.0333,83.77,36,71,2.62,BR,1679164526
385,durban,-29.8579,31.0292,79.02,92,4,1.01,ZA,1679164378
386,avera,33.194,-82.5271,57.9,30,93,15.93,US,1679164533
387,havelock,34.8791,-76.9013,53.55,92,100,12.66,US,1679164534
388,venice,27.0998,-82.4543,84.11,78,0,13.8,US,1679164293
389,the valley,18.217,-63.0578,82.26,50,20,19.57,AI,1679164535
390,xining,36.6167,101.7667,36.54,63,100,1.52,CN,1679164535
391,tuatapere,-46.1333,167.6833,54.45,88,31,5.37,NZ,1679164536
392,miri,4.4148,114.0089,75.34,94,40,3.44,MY,1679164536
393,enid,36.3956,-97.8784,42.03,35,0,19.57,US,1679164537
394,asau,46.4333,26.4,34.72,88,6,0.92,RO,1679164537
395,cairns,-16.9167,145.7667,77.07,97,100,10.36,AU,1679164538
396,carballo,43.213,-8.691,57.06,93,94,2.84,ES,1679164539
397,kalmunai,7.4167,81.8167,78.44,84,11,3.38,LK,1679164540
398,naze,28.3667,129.4833,59.92,64,100,12.55,JP,1679164542
399,gumdag,39.2061,54.5906,57.67,70,24,6.62,TM,1679164542
400,sinnamary,5.3833,-52.95,82.15,57,99,8.77,GF,1679164543
401,bonthe,7.5264,-12.505,78.96,72,100,9.82,SL,1679164543
402,knyaze-volkonskoye,48.4642,135.4567,23.34,91,97,9.13,RU,1679164544
403,gornopravdinsk,60.05,69.9,4.69,91,6,6.85,RU,1679164544
404,maputo,-25.9653,32.5892,82.08,86,40,12.66,MZ,1679164320
405,carandai,-20.9536,-43.8064,73.44,76,44,5.77,BR,1679164547
406,falam,22.9167,93.6833,55.22,71,27,3.36,MM,1679164547
407,mapiripan,2.8892,-72.1256,94.06,35,90,8.9,CO,1679164548
408,ler,8.3018,30.1418,88.95,35,100,2.33,SS,1679164551
409,torbay,47.6666,-52.7314,38.39,93,100,14.97,CA,1679164551
410,kropotkin,45.4375,40.5756,50.07,85,100,7.29,RU,1679164456
411,nacala,-14.5428,40.6728,76.03,91,100,4.5,MZ,1679164554
412,hobyo,5.3505,48.5268,82.67,76,100,11.81,SO,1679164555
413,paracatu,-17.2222,-46.8747,81.46,51,100,6.35,BR,1679164556
414,ankazobe,-18.3167,47.1167,68.05,84,100,1.9,MG,1679164558
415,volcan,8.7667,-82.6333,73.51,73,68,2.98,PA,1679164558
416,yar-sale,66.8333,70.8333,-0.76,96,49,11.61,RU,1679164559
417,khargone,21.8167,75.6,74.86,49,15,3.71,IN,1679164560
418,pestretsy,55.7531,49.6545,26.74,87,6,9.84,RU,1679164560
419,taonan,45.3333,122.7833,34.0,46,2,6.17,CN,1679164561
420,waddan,29.1614,16.139,63.37,34,0,11.21,LY,1679164562
421,alta floresta,-9.8756,-56.0861,84.02,70,75,13.8,BR,1679164562
422,verkhoyansk,67.5447,133.385,-1.35,97,100,5.73,RU,1679164563
423,gladstone,-23.85,151.25,73.78,88,37,5.75,AU,1679164564
424,pangai,-19.8,-174.35,80.82,78,100,7.9,TO,1679164565
425,lloydminster,53.2835,-110.0016,19.62,68,75,6.91,CA,1679164361
426,atambua,-9.1061,124.8925,72.25,90,14,2.98,ID,1679164566
427,corpus christi,27.8006,-97.3964,53.69,61,100,16.11,US,1679164567
428,kilindoni,-7.9139,39.6668,83.08,76,92,13.89,TZ,1679164569
429,krasnoselkup,65.7,82.4667,-22.79,98,6,8.55,RU,1679164569
430,ahipara,-35.1667,173.1667,59.36,84,84,7.43,NZ,1679164570
431,bosaso,11.2842,49.1816,80.22,84,39,0.63,SO,1679164570
432,serenje,-13.2325,30.2352,60.73,98,44,3.65,ZM,1679164571
433,santiago de cao,-7.9589,-79.2392,84.33,74,20,12.66,PE,1679164572
434,olafsvik,64.8945,-23.7142,30.61,65,28,15.1,IS,1679164573
435,male,4.1748,73.5089,84.15,79,75,5.75,MV,1679164326
436,jumla,29.2747,82.1838,40.59,89,75,2.68,NP,1679164574
437,muskogee,35.5834,-95.3336,42.96,38,0,16.11,US,1679164574
438,kahta,37.7855,38.6237,53.04,82,75,10.36,TR,1679164577
439,carauari,-4.8828,-66.8958,88.88,56,93,2.44,BR,1679164578
440,coronado,32.6859,-117.1831,77.52,39,20,6.91,US,1679164579
441,nanpiao,41.0982,120.7479,41.16,21,6,4.14,CN,1679164580
442,muli,2.9167,73.5667,82.18,71,99,2.71,MV,1679164581
443,harwich,51.9419,1.2844,51.01,84,43,5.01,GB,1679164582
444,jamai,22.2,78.5833,66.06,71,92,2.71,IN,1679164582
445,port alberni,49.2413,-124.8028,51.64,57,18,3.15,CA,1679164583
446,kyabe,9.4515,18.9449,86.9,34,73,3.22,TD,1679164584
447,kovdor,67.5662,30.4758,30.43,97,100,8.46,RU,1679164298
448,worland,44.0169,-107.9554,39.6,57,0,4.61,US,1679164586
449,alekseyevka,50.6309,38.6903,36.7,77,100,13.98,RU,1679164586
450,nome,64.5011,-165.4064,-7.83,70,0,4.61,US,1679164587
451,guaimaro,21.05,-77.35,86.85,43,100,5.32,CU,1679164587
452,la rioja,42.25,-2.5,44.38,83,81,2.84,ES,1679164588
453,candido de abreu,-24.5669,-51.3333,83.62,48,1,3.74,BR,1679164588
454,asyut,27.181,31.1837,63.81,32,0,10.29,EG,1679164589
455,blagoyevo,63.3667,47.9167,18.84,94,100,7.4,RU,1679164590
456,san quintin,30.4833,-115.95,65.14,50,0,6.78,MX,1679164590
457,saint anthony,45.0205,-93.218,24.93,53,0,17.27,US,1679164591
458,korla,41.7597,86.1469,51.66,28,1,8.9,CN,1679164593
459,ust-kuyga,70.0167,135.6,-19.75,99,100,3.2,RU,1679164593
460,yamada,39.4667,141.95,34.41,74,9,6.38,JP,1679164594
461,kulhudhuffushi,6.6221,73.07,82.49,71,60,2.13,MV,1679164594
462,chkalovskoye,44.8392,133.0436,24.17,82,4,6.15,RU,1679164595
463,oberstdorf,47.4,10.2833,50.63,88,84,5.73,DE,1679164595
464,gaya,24.7833,85.0,69.71,78,100,4.61,IN,1679164596
465,marawi,7.9986,124.2928,66.78,96,100,0.54,PH,1679164597
466,lagos,6.5833,3.75,82.29,78,100,7.56,NG,1679164597
467,pekin,39.9075,116.3972,33.69,21,24,2.46,CN,1679164513
468,cherskiy,68.75,161.3,10.22,89,22,7.76,RU,1679164592
469,alice springs,-23.7,133.8833,81.95,51,2,9.22,AU,1679164599
470,riviere-au-renard,48.9957,-64.3971,35.89,99,100,8.05,CA,1679164600
471,isangel,-19.55,169.2667,78.13,85,29,4.34,VU,1679164601
472,burns lake,54.2331,-125.7533,27.82,92,100,2.13,CA,1679164602
473,svetlaya,46.5389,138.3297,26.38,79,10,6.85,RU,1679164602
474,kyren,51.6828,102.1408,19.53,70,4,2.01,RU,1679164603
475,severo-yeniseyskiy,60.3725,93.0408,26.92,96,100,9.24,RU,1679164606
476,fort saint james,54.4333,-124.25,32.85,94,98,2.42,CA,1679164607
477,dromolaxia,34.8761,33.586,57.72,76,40,10.0,CY,1679164607
478,omboue,-1.5746,9.2618,79.43,84,18,7.14,GA,1679164608
479,darhan,49.4867,105.9228,16.0,89,5,5.21,MN,1679164608
480,nanakuli,21.3906,-158.1547,79.61,88,100,4.61,US,1679164610
481,tezu,27.9167,96.1667,63.9,79,75,3.31,IN,1679164610
482,kyra,49.5776,111.9753,13.96,92,5,4.34,RU,1679164612
483,okha,53.5739,142.9478,9.46,87,76,9.53,RU,1679164613
484,ust-tarka,55.5672,75.705,31.15,98,100,13.91,RU,1679164613
485,fuerte olimpo,-21.0415,-57.8738,81.39,80,93,5.06,PY,1679164614
486,ixtapa,20.7,-105.2,79.83,44,0,8.05,MX,1679164614
487,ndende,-2.4008,11.3581,76.66,87,100,3.53,GA,1679164615
488,ravar,31.2656,56.8055,65.46,23,0,2.77,IR,1679164615
489,wewak,-3.5534,143.6268,76.95,86,100,4.63,PG,1679164616
490,butzow,53.85,11.9833,53.2,89,100,3.62,DE,1679164617
491,rennes,48.1667,-1.6667,55.44,82,100,6.91,FR,1679164617
492,aksu,41.1231,80.2644,49.06,34,0,2.53,CN,1679164618
493,feijo,-8.1642,-70.3536,77.58,88,100,1.19,BR,1679164619
494,kaka,37.3482,59.6143,59.72,46,15,7.72,TM,1679164620
495,rocha,-34.4833,-54.3333,77.18,72,88,10.56,UY,1679164620
496,hamilton,39.1834,-84.5333,36.61,51,100,23.02,US,1679164621
497,puerto guzman,0.9703,-76.5858,84.24,67,100,1.19,CO,1679164621
498,pacific grove,36.6177,-121.9166,68.41,63,0,10.0,US,1679164622
499,tiznit,29.5833,-9.5,57.51,74,25,9.08,MA,1679164623
500,waitati,-45.75,170.5667,53.8,67,15,5.28,NZ,1679164623
501,kamskiye polyany,55.4307,51.4171,27.41,81,10,12.08,RU,1679164624
502,buta,2.7858,24.73,69.82,91,100,2.73,CD,1679164624
503,atar,20.5169,-13.0499,92.26,12,0,18.01,MR,1679164626
504,pemba,-12.974,40.5178,81.3,83,20,6.91,MZ,1679164626
505,san andres,12.5847,-81.7006,86.02,62,20,9.22,CO,1679164627
506,carutapera,-1.195,-46.02,77.4,92,98,4.07,BR,1679164628
507,boone,39.0334,-92.3335,27.41,50,100,18.19,US,1679164629
508,castelo branco,39.8222,-7.4909,52.36,79,0,8.81,PT,1679164630
509,san cristobal,7.7669,-72.225,73.58,49,99,1.86,VE,1679164242
510,bukoba,-1.3317,31.8122,69.78,83,20,0.0,TZ,1679164632
511,bogovarovo,58.9785,47.0246,5.61,98,60,3.06,RU,1679164632
512,caravelas,-17.7125,-39.2481,82.92,64,0,7.81,BR,1679164633
513,goundam,16.4145,-3.6708,83.62,6,0,7.99,ML,1679164634
514,baghdad,33.3406,44.4009,73.31,38,0,13.8,IQ,1679164403
515,kiama,-34.6833,150.8667,71.01,87,7,6.29,AU,1679164637
516,vitim,59.4511,112.5578,33.53,96,100,13.91,RU,1679164638
517,clyde river,70.4692,-68.5914,-18.17,76,0,3.44,CA,1679164639
518,fairbanks,64.8378,-147.7164,24.22,80,0,0.0,US,1679164641
519,ola,59.5833,151.2833,13.3,96,100,6.76,RU,1679164642
520,zeya,53.75,127.2667,19.98,100,100,1.03,RU,1679164466
521,havoysund,70.9963,24.6622,28.63,81,100,5.14,NO,1679164643
522,kungurtug,50.5994,97.5228,9.28,95,20,1.79,RU,1679164644
523,savalou,7.9281,1.9756,82.67,55,100,8.32,BJ,1679164644
524,xuddur,4.1213,43.8894,84.33,46,100,10.85,SO,1679164646
525,bronnitsy,55.4194,38.2708,32.52,51,0,6.71,RU,1679164647
526,agua verde,22.9,-106.05,78.89,56,98,9.13,MX,1679164648
527,fort-shevchenko,44.5086,50.263,53.46,46,0,5.39,KZ,1679164649
528,bolzano,46.4927,11.3336,58.95,40,0,10.36,IT,1679164444
529,tessalit,20.1986,1.0114,84.54,6,0,11.05,ML,1679164652
530,tura,25.5198,90.2201,68.45,64,100,2.55,IN,1679164654
531,marystown,47.1666,-55.1483,37.02,83,94,7.87,CA,1679164655
532,lovozero,68.005,35.0117,27.23,97,100,8.19,RU,1679164656
533,tutoia,-2.7619,-42.2744,74.88,91,100,6.58,BR,1679164657
534,kirakira,-10.4544,161.9205,79.16,83,36,2.89,SB,1679164658
535,port lincoln,-34.7333,135.8667,63.77,82,100,13.35,AU,1679164658
536,sorland,67.667,12.6934,33.66,66,100,23.38,NO,1679164659
537,buala,-8.145,159.5921,78.84,82,27,1.63,SB,1679164659
538,rio grande,-32.035,-52.0986,87.91,71,100,11.3,BR,1679164525
539,gubin,51.9496,14.7284,51.1,75,23,6.87,PL,1679164660
540,baruun-urt,46.6806,113.2792,24.39,34,0,8.5,MN,1679164661
541,asbury park,40.2204,-74.0121,54.09,40,0,11.5,US,1679164661
542,ushibuka,32.1906,130.0228,53.42,68,65,10.58,JP,1679164662
543,dudinka,69.4058,86.1778,-34.1,100,99,1.7,RU,1679164663
544,moses lake,47.1301,-119.2781,48.88,57,0,3.44,US,1679164665
545,padang,-0.9492,100.3543,77.05,88,100,3.94,ID,1679164625
546,zhigansk,66.7697,123.3711,-15.99,99,86,11.03,RU,1679164667
547,tres arroyos,-38.3739,-60.2798,70.72,56,83,13.35,AR,1679164482
548,sept-iles,50.2001,-66.3821,34.23,96,100,10.36,CA,1679164672
549,kimbe,-5.5502,150.1429,74.66,93,9,2.82,PG,1679164672
